Artikelnummer im Shop;EAN / Barcodenummer;Original Herstellerartikelnummer;Herstellername;Produktname;Produktgruppe im Shop;Preis (Brutto);Lieferzeit;ProduktURL;BildURL_1 (großes Bild);BildURL_2 (großes Bild);BildURL_3 (großes Bild);Vorkasse;Vorkasse / Paypal Österreich;Nachnahme;Kreditkarte (z.B. nur bis 1000 EUR);Paypal;Sofortüberweisung;Bankeinzug;Rechnung;Moneybookers;Click & Buy;Giropay;Versandkosten Kommentar (max. 100 Zeichen);Produktbeschreibung (max. 1000 Zeichen);Grundpreis (Produktabhängig)
EE-RT-5026;05060266840166;RT-5026;Drive Medical;Tasche für Rückenlehne von Drive Medical;Mobilität > Elektromobile und Zubehör > Elektromobil Zubehör;37;1-2 Wochen;https://www.brandvital.de/tasche-fuer-rueckenlehne-von-drive-medical.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/d/r/drive_mobil_tasche_fuer_rueckenlehne_5.jpg;;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;Tasche für die Rückenlehne für die Modelle PL1303 Sport Rider, PL1300  Royale, PL1300 Cobra, NL700 Santis, NL500 Supreme, NL470 Envoy S, BL450  Spirit und BL350 Envoy.;;
EE-Envoy;5053359023218;MS050RD-G / GR-G;Drive Medical;Scooter BL350 Envoy (6 km/h Elektromobil);Mobilität > Elektromobile und Zubehör > Elektromobile;1429.0000;2-3 Wochen;https://www.brandvital.de/scooter-bl350-envoy-6-km-h-elektromobil.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/b/l/bl350_envoyl_5.jpg;https://www.brandvital.de/pub/media/catalog/product/b/l/bl350_envoy_bedienteil.jpg;https://www.brandvital.de/pub/media/catalog/product/b/l/bl350_envoy_vollfederung.jpg;0;0;0;0;0;0;0;0;0;0;0;;<p>Mit diesem Mobilitätsgaranten erfahren Sie ungeahnte Freiheiten. Und das in einem modernen Design, das sogar eine individuelle Farbgebung ermöglicht. Doch dieser Scooter ist nicht nur schön, er ist auch praktisch. So besteht der extragroße Fußraum aus pflegeleichtem Material, und ein Klettverschluss ermöglicht das schnelle Verschließen der Abdeckung.</p><br /><h4>Merkmale im Überblick:</h4><br /><ul><br /><li>Nutzergewicht bis 160 kg</li><br /><li>Extra großer Fußraum</li><br /><li>Große Räder für maximalen Fahrkomfort und sicheres Überwinden von Hindernissen</li><br /><li>Modernes Design</li><br /><li>Einfache und übersichtliche Bedienung</li><br /><li>Rückspiegel links und rechts</li><br /><li>Ergonomischer Delta-Greiflenker</li><br /><li>Stockhalter</li><br /><li>Antikipphilfe</li><br /><li>Blinker</li><br /><li>Federung</li><br /><li>Handbremse</li><br /><li>Individuelle Sitzverstellung</li><br /><li>Korb vorne</li><br /><li>Ladegerät</li><br /><li>Ladestandsanzeige</li><br /><li>Neigungsverstellung Lenksäule</li><br /><li>Passive Beleuchtung</li><br /></ul>;;
EE-AT5026;5060266840180;RT-5026;Drive Medical;Tasche für Rückenlehne XL von Drive Medical;Mobilität > Elektromobile und Zubehör > Elektromobil Zubehör;38.5;1 Woche;https://www.brandvital.de/tasche-fuer-rueckenlehne-xl-von-drive-medical.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/t/a/tasche_xl_drivemobil_5.jpg;;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;<p>Große XL Tasche fü die Rückenlehene Ihres Elektromobil bietet ausreichend Platz um Ihre Einkäufe bequem zu verstauen. Leicht an der Rückenlehne zu befestigen.</p>;;
EE-740R;5060266841019;740R;Drive Medical;Rollator Diamond;Mobilität > Rollatoren und Zubehör > Rollatoren;129.9900;1-2 Wochen;https://www.brandvital.de/rollator-diamond.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/d/i/diamond_rollator_rot_5.jpg;https://www.brandvital.de/pub/media/catalog/product/d/i/diamond_rollator_rot_zusammen.jpg;https://www.brandvital.de/pub/media/catalog/product/d/i/diamond_rollator_blau_zusammen.jpg;0;0;0;0;0;0;0;0;0;0;0;;<p>So lange wie möglich unabhängig von fremder Hilfe zu sein und auf sicheren Beinen aus dem Haus zu gehen, wünscht sich sicherlich jeder ältere Mensch, auch wenn er durch eine Gehbehinderung gehandikapt sein sollte. Der praktische Leichtgewichtrollator Diamond ermöglicht das sichere Bewegen, um die täglichen Einkäufe selbstständig erledigen zu können und bequeme Spaziergänge an der frischen Luft zu unternehmen.</p><br /><p><br /> Er ist in zwei Farben erhältlich, in einem schönen Rot und in attraktivem Blau. Der überaus hohe Komfort ist nicht zuletzt durch die weich gepolsterte Rückenlehne gewährleistet. Der faltbare Stoffsitz verfügt unterhalb über sichere Querverstrebungen für eine besonders gute Stabilität. Die persönlichen Dinge finden in der abnehmbaren Stofftasche genügend Platz. Die Handgriffe können je nach Körpergröße in der Höhe verstellt werden. Im zusammengefalteten Zustand kann der Rollator einfach transportiert und platzsparend in jeder Ecke gelagert werden. Auch zusammengefaltet bleibt der unverzichtbare Helfer von selbst stehen, so dass er überall nur sehr wenig Raum benötigt. Weiterhin besteht die Möglichkeit, zusätzlich einen nützlichen Stockhalter für den maximalen Komfort hinzu zu bestellen. </p><br /><h3>Merkmale im Überblick:</h3><br /><ul><br /><li>Einfaches Zusammenfalten durch Schlaufe an der Sitzfläche</li><br /><li>Stabiler Rahmen aus hochwertigem Aluminium </li><br /><li>Werkzeugfreies Montieren der Räder</li><br /><li>Mit faltbarem Stoffsitz und integrierter Rückenlehne</li><br /><li>Die abnehmbare Stofftasche bietet zusätzlich Platz für persönliche Dinge</li><br /><li>Mehr Stabilität und Sicherheit durch Querverstrebungen unter dem Sitz</li><br /><li>Faltbar für die platzsparende Lagerung und den einfachen Transport</li><br /><li>Griffhöhe variabel einstellbar</li><br /><li>In zwei Farben erhältlich</li><br /></ul>;;
EE-730200100;4250386649904 ;730200100 ;Drive Medical;Indoor Rollator Roomba;Mobilität > Rollatoren und Zubehör > Rollatoren;190;1-2 Wochen;https://www.brandvital.de/indoor-rollator-roomba.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/i/n/indoor-rollator_roomba_5.png;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Speziell für die Verwendung in Innenräumen konzipiert. Durch seine schmale Bauweise überall einsetzbar, auch bei geringem Platzangebot. Mit ergonomischen und weichen Handgriffen und gepolsterten und individuell einstellbaren Unterarmauflagen.<br /> Lieferung serienmäßig mit Korb und großen Tablett mit runder Vertiefung.</p>;;
OSS-1718;;1718;Ossenberg;Klappbare Eiskralle von Ossenberg;Mobilität > Gehstöcke und Gehgestelle;14.99;3-4 Tage;https://www.brandvital.de/ossenberg-klappbare-eiskralle.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/e/i/eiskralle_5.png;https://www.brandvital.de/pub/media/catalog/product/e/i/eiskralle_612_1.png;https://www.brandvital.de/pub/media/catalog/product/e/i/eiskralle_612_2.png;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;Diese Eiskralle gibt Ihrem Gehstock einen sicheren Halt bei Schnee und Eis. Nur unten am Stock die Befestigungs-Schelle beidseitig verschrauben und schon ist ihr Stock winterfest. Die Kralle passt auf alle Gehstöcke. Wenn Sie die Eiskralle nicht mehr benötigen, können Sie diese ganz leicht nach oben wegklappen. So kann der Gehstock problemlos sofort im Haus weiter benutzt werden.;;
OSS-94;;940;Ossenberg;Spezial Gummikapsel von Ossenberg;Mobilität > Gehstöcke und Gehgestelle > Gehstock Zubehör;27.8;3-4 Tage;https://www.brandvital.de/spezial-gummikapsel-von-ossenberg.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/g/u/gummikapsel_5.png;https://www.brandvital.de/pub/media/catalog/product/p/r/profil_gummikapsel.png;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;<p>Antirutschpuffer mit großer Auflagefläche und einer gewissen Gelenkeigenschaft. Für Menschen mit hoher Unsicherheit beim Laufen ist dieser große Gummifuß für Gehstöcke und Unterarmstützen eine gute Lösung. Die Auftrittsfläche ist viel größer als bei normalen Gummikapseln, womit eine bessere Griffigkeit erzielt wird. Eine gewisse Gelenkwirkung des Gummifußes sorgt zusätzlich für ein äußerst angenehmes Laufgefühl. Die Gummikapsel ist besonders rutsch- und abriebfest. Dies ist vor allem im Nassbereich ein Vorteil.</p><br /><p> </p><br /><p><strong>Merkmale im Überblick:</strong></p><br /><ul><br /><li><strong></strong>Bessere Griffigkeit</li><br /><li>Angenehmes Laufgefühl</li><br /><li>Besonders rutsch- und abriebfest</li><br /><li>Von Vorteil im Nassbereich</li><br /></ul>;;
OSS-930;4250415664106;930P;Ossenberg;Kugelgelenkkapsel von Ossenberg;Mobilität > Gehstöcke und Gehgestelle > Gehstock Zubehör;36.4;3-4 Tage;https://www.brandvital.de/kugelgelenkkapsel-ossenberg-jolo-renttol-kugelgelenkkapsel.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/o/s/ossenberg_jolo_5.png;;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;<p>Die Jolo-Renttol-Kugelgelenkkapsel ist eine bewegliche Gehhilfe für Gehstock-Benutzer. Man hat einen außergewöhnlichen Laufkomfort durch die Gelenkwirkung und einen sicheren Schutz durch die extra große Auftrittsfläche. Sie haben durch die Jolo-Renttokugeln eine sehr hohe Rutschsicherheit. Auf den Böden werden keine Spuren hinterlassen, weil die Standfläche immer voll aufliegt. Bei Metallstützen ist bei Bestellung das genaue Rohrinnenmaß anzugeben. Bei Holzstützen sind Adapter mit 15 und 18 mm lieferbar.<br /> </p><br /><table style="width: 200px " border="0" cellspacing="1" cellpadding="1"><br /><tbody><br /><tr><br /><td>12 mm Ø:</td><br /><td>OSS-930-1</td><br /></tr><br /><tr><br /><td>13 mm Ø:</td><br /><td>OSS-930-2</td><br /></tr><br /><tr><br /><td>14 mm Ø:</td><br /><td>OSS-930-3</td><br /></tr><br /><tr><br /><td>14,5 mm Ø:</td><br /><td>OSS-930-4</td><br /></tr><br /><tr><br /><td>15 mm Ø:</td><br /><td>OSS-930-5</td><br /></tr><br /><tr><br /><td>15,5 mm Ø:</td><br /><td>OSS-930-6</td><br /></tr><br /><tr><br /><td>16 mm Ø:</td><br /><td>OSS-930-7</td><br /></tr><br /><tr><br /><td>16,5 mm Ø:</td><br /><td>OSS-930-8</td><br /></tr><br /><tr><br /><td>17 mm Ø:</td><br /><td>OSS-930-9</td><br /></tr><br /><tr><br /><td>17,2 mm Ø:</td><br /><td>OSS-930-10</td><br /></tr><br /><tr><br /><td>17,5 mm Ø:</td><br /><td>OSS-930-11</td><br /></tr><br /><tr><br /><td>18 mm Ø:</td><br /><td>OSS-930-12</td><br /></tr><br /><tr><br /><td>18,2 mm Ø:</td><br /><td>OSS-930-13</td><br /></tr><br /><tr><br /><td>20 mm Ø:</td><br /><td>OSS-930-14</td><br /></tr><br /><tr><br /><td>22 mm Ø:</td><br /><td>OSS-930-15</td><br /></tr><br /><tr><br /><td>22,6 mm Ø:</td><br /><td>OSS-930-16</td><br /></tr><br /></tbody><br /></table>;;
OSS-157ro;4250415610943;157ro;Ossenberg;Ledertasche für Reisestock;Mobilität > Gehstöcke und Gehgestelle > Gehstock Zubehör;39.5;1 Woche;https://www.brandvital.de/ossenberg-ledertasche-fuer-reisestock.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/t/a/tasche_schwarz_5.png;;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;<p>Eine praktische Tasche aus rotem, hochwertigen Leder für Ihre faltbare Reisestütze. Die Tasche schützt ihre Gehhilfe vor Schädigungen und erleichtert den Transport. Die Tasche lässt sich durch einen Druckknopf öffnen und schließen.<br /> <br /> <br /> </p><br /><p></p>;;
OSS-147;;147;Ossenberg;Toolflex-Betthalterung von Ossenberg;Mobilität > Gehstöcke und Gehgestelle > Gehstock Zubehör;69;3-4 Tage;https://www.brandvital.de/toolflex-betthalterung-von-ossenberg.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/t/o/toolbox-betthalterung_5.png;https://www.brandvital.de/pub/media/catalog/product/b/e/betthalterung_anwendung.png;;0;0;0;0;0;0;0;0;0;0;0;;Genial einfach und doch scharfsinnig durchdacht ist diese Haltevorrichtungen für das Bett. Mit einer Schraubzwinge kann man die Haltevorrichtung am Bett befestigen und beschädigt dabei das Möbelstück nicht. So hat meine Gehhilfe immer gut verstaut in der Nähe. Das Set besteht aus 1 Stück Toolflex Bettschiene aus Aluminium 20 cm lang, 2 Stück Toolflex-Halterung, mit rückseitiger Schraubzwinge.;;
SUN-22200;4250629308148;22200;Sundo Homecare;Küchenbrett mit Haltegabel ;Geschirr und Besteck;53;1 Woche;https://www.brandvital.de/kuechenbrett-mit-haltegabel.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/k/_/k_chenbrett-mit-haltegabel_.png;;;0;0;0;0;0;0;0;0;0;0;0;;Kunsstoff Haltegabel mit rutschfester Unterseite in der Größe 23 cm x 18 cm.<br />;;
OSS-146;;146;Ossenberg;Toolflex-Wandhalterung von Ossenberg;Mobilität > Gehstöcke und Gehgestelle > Gehstöcke;69;3-4 Tage;https://www.brandvital.de/ossenberg-toolflex-wandhalterung.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/w/a/wandhalterung_toolfix_5.png;;;0;0;0;0;0;0;0;0;0;0;0;;Genial einfach und doch scharfsinnig durchdacht sind diese Mehrzweck Haltevorrichtungen für alles was störend im Weg liegt. Ob für Gehstöcke oder Gehhilfen, Toolflex-Halterungen liefern äußerst vielseitige Möglichkeit der hängenden Aufbewahrung. Das Set besteht aus 1 Stück Toolflex Wandschiene aus Aluminium 20 cm lang, 2 Stück Toolflex-Halterung, Schrauben und Dübel.;;
OSS-2020;4250386642240;2020;Ossenberg;Unterarmgehhilfe Goliat XL ;Mobilität > Gehstöcke und Gehgestelle > Gehstöcke;154;3-4 Tage;https://www.brandvital.de/goliat-xl-von-ossenberg.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/g/o/goliat_xl_5.png;;;0;0;0;0;0;0;0;0;0;0;0;;Eine hochwertige und äußerst stabile Gehhilfe mit Ergo-Hartgriff aus Präzisions-Stahlrohre bis zu einem Körpergewicht von 200 kg belastbar. Die Kunststoffteile bestehen aus hochwertigem glasfaserverstärkten Material. Bei der Gehhilfe sind die Kunststoffteile und die Stahlrohre in grau gehalten. Die Stütze ist unverstellbar mit einer Standardhöhe von 105 cm, kann auf Wunsch natürlich gekürzt werden.<br /><br />;;
OSS-3320;4250386642240;3320A;Ossenberg;Unterarmgehhilfe Goliat 3XL ;Mobilität > Gehstöcke und Gehgestelle > Gehstöcke;159.5;3-4 Tage;https://www.brandvital.de/goliat-3xl-von-ossenberg.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/g/o/goliat_3xl_1_5.png;https://www.brandvital.de/pub/media/catalog/product/g/o/goliat_3xl_griff.png;;0;0;0;0;0;0;0;0;0;0;0;;Eine hochwertige und massiv stabile Gehhilfe mit Ergo-Hartgriff aus Präzisions-Stahlrohre bis zu einem Körpergewicht von 325 kg belastbar. Die Kunststoffteile bestehen aus hochwertigem glasfaserverstärkten Material. Bei der Gehhilfe sind die Kunststoffteile in grau und die Stahlrohre in schwarz gehalten. Die Stütze kann mittels Clip 11-fach in der Höhe eingestellt werden und zwar von 85 cm  -115 cm.;;
TRE-14000084;4260393020306;14000084;Trendmobil;Leichtgewichtsrollator LR-X;Mobilität > Rollatoren und Zubehör > Leichtgewichtsrollatoren;129.9500;1-2 Wochen;https://www.brandvital.de/leichtgewichtrollator-lr-x-trendmobil.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/l/r/lrx_trendmobil_5.png;https://www.brandvital.de/pub/media/catalog/product/z/u/zusammengeklappt.png;https://www.brandvital.de/pub/media/catalog/product/b/r/bremssystem.png;0;0;0;0;0;0;0;0;0;0;0;;<p>Der neue Leichtgewichtrollator LR-X in modernem Design und ausgereifter Technik erfüllt die Ansprüche an moderne Leichtgewicht-Rollatoren der heutigen Zeit. Der LR-X wird aus besten Materialien hergestellt und erhält somit eine sehr hohe Stabilität und Belastbarkeit.</p><br /><p>Der Leichtgewichtrollator LR-X ist Ihr funktioneller Begleiter beim Spaziergang, beim Einkauf und auf Reisen. Durch die Kreuzstrebe ist dieser Aluminiumrohr-Rollator einfach und klein zusammenfaltbar und nimmt außerhalb der Nutzung nur sehr geringen Raum in Anspruch. Serienmäßig wird der LR-X mit Stockhalter, Rückengurt und einer Einkaufstasche geliefert.</p><br /><h4>Merkmale im Überblick:</h4><br /><ul><br /><li><strong>Geeignet ab 165 cm Körpergröße!</strong></li> <br /><li>Leichtes & stabiles Alluminiumgestell</li><br /><li>Einfach & klein zusammenfaltbar</li><br /><li>Griffe höhenverstellbar</li><br /><li>Bremse am Griff m. Feststellfunktion</li><br /><li>Inkl. Stockhalter und Einkaufstasche</li><br /></ul>;;
AT-1559201-46-27;7331492565962;1559201-46-27;Invacare;Rollator Dolomite Jazz 510 ;Mobilität > Rollatoren und Zubehör > Rollatoren;259.9000;1 Woche;https://www.brandvital.de/rollator-dolomite-jazz-510-von-invacare.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/6/2/624_0_5.png;https://www.brandvital.de/pub/media/catalog/product/6/2/624_2.png;https://www.brandvital.de/pub/media/catalog/product/6/2/624_1.png;0;0;0;0;0;0;0;0;0;0;0;;Der neue Rollator Dolomite Jazz präsentiert sich frisch, modern und sicher mit einem außergewöhnlichen Rahmendesign, stabiler Sitzplatte, neuartigem Faltmechanismus und starken Bremsen. Er ist in der eleganten Rahmenfarbe Anthrazit erhältlich. <br /><br /><br /><br />Bei der Weiterentwicklung des Jazz wurde besonders auf Sicherheit und Stabilität geachtet: Starke Bremsen sorgen für sicheres Gehen und Stehen. Ein Hängenbleiben an abstehenden Bremskabeln wird von vorne herein vermieden, denn die Bremszüge verlaufen verborgen im Rahmeninneren. Eine echte Neuerung ist die starre Sitzplatte, die eine solide und sichere Sitzgelegenheit bei kleinen Pausen bietet. Ihre abnehmbare Polsterung bietet angenehmen Sitzkomfort. Zu den Besonderheiten des neuen Jazz gehören auch seine innovative Rahmenkonstruktion und ihr Faltmechanismus. <br /><br /><br /><br />Beides verleiht dem Rollator hohe Steifheit und damit Sicherheit sowie Stabilität. Zudem lässt sich der Jazz schnell und einfach zusammenklappen und mit seinem Faltmaß von 21,5 cm platzsparend verstauen. Praktisch: Das V-Faltsystem lässt viel Beinfreiheit, die ein ergonomisches Gehen im Rollator fördert.<br /><br /><br /><br />Darüber hinaus bietet der neue Jazz zweckmäßige Hilfen für den Alltag, wie die integrierte Stufenhilfe, mit der sich Bordsteinkanten leicht überwinden lassen. Ergonomische Handgriffe, die sich ohne Werkzeug leicht einstellen lassen, und leicht erreichbare Bremshebel vereinfachen den Umgang mit dem Rollator zusätzlich. Zur Standardausstattung des Rollators gehört auch ein kleiner Korb (bis zu 7 kg belastbar), der bei Bedarf abnehmbar ist. Optional kann ein großer Korb angebracht werden, der mit bis zu 10 kg belastbar ist.;;
